title,url
Roy Sullivan,https://en.wikipedia.org/wiki/Roy_Sullivan
park ranger,https://en.wikipedia.org/wiki/Park_ranger
lightning,https://en.wikipedia.org/wiki/Lightning
Tinnunculite,https://en.wikipedia.org/wiki/Tinnunculite
feces,https://en.wikipedia.org/wiki/Feces
Waffle House Index,https://en.wikipedia.org/wiki/Waffle_House_Index
Dihydrogen monoxide,https://en.wikipedia.org/wiki/Dihydrogen_monoxide_parody
global warming,https://en.wikipedia.org/wiki/Global_warming
erosion,https://en.wikipedia.org/wiki/Erosion
acid rain,https://en.wikipedia.org/wiki/Acid_rain
torture,https://en.wikipedia.org/wiki/Waterboarding
26th Congress of the Communist Party of the Soviet Union,https://en.wikipedia.org/wiki/26th_Congress_of_the_Communist_Party_of_the_Soviet_Union_(diamond)
"Thomas Midgley, Jr.","https://en.wikipedia.org/wiki/Thomas_Midgley,_Jr."
Nanoputian,https://en.wikipedia.org/wiki/Nanoputian
New car smell,https://en.wikipedia.org/wiki/New_car_smell
Pitch drop experiment,https://en.wikipedia.org/wiki/Pitch_drop_experiment
Proton-enhanced nuclear induction spectroscopy,https://en.wikipedia.org/wiki/Proton-enhanced_nuclear_induction_spectroscopy
nuclear magnetic resonance,https://en.wikipedia.org/wiki/Nuclear_magnetic_resonance
penis,https://en.wikipedia.org/wiki/Penis
Pykrete,https://en.wikipedia.org/wiki/Pykrete
aircraft carrier,https://en.wikipedia.org/wiki/Project_Habakkuk
Cummingtonite,https://en.wikipedia.org/wiki/Cummingtonite
Thiotimoline,https://en.wikipedia.org/wiki/Thiotimoline
Trimethylaminuria,https://en.wikipedia.org/wiki/Trimethylaminuria
Unobtainium,https://en.wikipedia.org/wiki/Unobtainium
1561 celestial phenomenon over Nuremberg,https://en.wikipedia.org/wiki/1561_celestial_phenomenon_over_Nuremberg
Apollo 15 postal covers incident,https://en.wikipedia.org/wiki/Apollo_15_postal_covers_incident
postal covers,https://en.wikipedia.org/wiki/Cover_(philately)
Apollo 15,https://en.wikipedia.org/wiki/Apollo_15
Moon,https://en.wikipedia.org/wiki/Moon
Blue Origin v. United States & Space Exploration Technologies Corp.,https://en.wikipedia.org/wiki/Blue_Origin_v._United_States_%26_Space_Exploration_Technologies_Corp.
Cosmic latte,https://en.wikipedia.org/wiki/Cosmic_latte
Cydonia (Mars),https://en.wikipedia.org/wiki/Cydonia_(Mars)
Elon Musk's Tesla Roadster,https://en.wikipedia.org/wiki/Elon_Musk%27s_Tesla_Roadster
Embryo space colonization,https://en.wikipedia.org/wiki/Embryo_space_colonization
Extraterrestrial real estate,https://en.wikipedia.org/wiki/Extraterrestrial_real_estate
Moon,https://en.wikipedia.org/wiki/Moon
Fallen Astronaut,https://en.wikipedia.org/wiki/Fallen_Astronaut
Moon,https://en.wikipedia.org/wiki/Moon
"Fe, Fi, Fo, Fum, and Phooey","https://en.wikipedia.org/wiki/Fe,_Fi,_Fo,_Fum,_and_Phooey"
Apollo 17,https://en.wikipedia.org/wiki/Apollo_17
Gauss's Pythagorean right triangle proposal,https://en.wikipedia.org/wiki/Gauss%27s_Pythagorean_right_triangle_proposal
Harlan J. Smith Telescope,https://en.wikipedia.org/wiki/Harlan_J._Smith_Telescope
"Hot, dust-obscured galaxies","https://en.wikipedia.org/wiki/Hot,_dust-obscured_galaxies"
Pluto,https://en.wikipedia.org/wiki/Pluto
Lunarcrete,https://en.wikipedia.org/wiki/Lunarcrete
Mariner 3,https://en.wikipedia.org/wiki/Mariner_3
Mars,https://en.wikipedia.org/wiki/Mars
Mars Climate Orbiter,https://en.wikipedia.org/wiki/Mars_Climate_Orbiter
Matrioshka brain,https://en.wikipedia.org/wiki/Matrioshka_brain
Milkdromeda,https://en.wikipedia.org/wiki/Milkdromeda
Mimas (moon),https://en.wikipedia.org/wiki/Mimas_(moon)
Death Star,https://en.wikipedia.org/wiki/Death_Star
The Moon is made of green cheese,https://en.wikipedia.org/wiki/The_Moon_is_made_of_green_cheese
Moon landing conspiracy theories,https://en.wikipedia.org/wiki/Moon_landing_conspiracy_theories
Stanley Kubrick,https://en.wikipedia.org/wiki/Stanley_Kubrick
Moon Museum,https://en.wikipedia.org/wiki/Moon_Museum
Nazi UFOs,https://en.wikipedia.org/wiki/Nazi_UFOs
Nuclear pasta,https://en.wikipedia.org/wiki/Nuclear_pasta
Mount Everest,https://en.wikipedia.org/wiki/Mount_Everest
Peryton (astronomy),https://en.wikipedia.org/wiki/Peryton_(astronomy)
microwaves,https://en.wikipedia.org/wiki/Microwave_oven
Seatbelt basalt,https://en.wikipedia.org/wiki/Seatbelt_basalt
David Scott,https://en.wikipedia.org/wiki/David_Scott
Lunar Roving Vehicle,https://en.wikipedia.org/wiki/Lunar_Roving_Vehicle
Phobos 1,https://en.wikipedia.org/wiki/Phobos_1
Sex in space,https://en.wikipedia.org/wiki/Sex_in_space
the list,https://en.wikipedia.org/wiki/List_of_sex_positions
Space advertising,https://en.wikipedia.org/wiki/Space_advertising
Space elevator competitions,https://en.wikipedia.org/wiki/Space_elevator_competitions
Spaghettification,https://en.wikipedia.org/wiki/Spaghettification
black hole,https://en.wikipedia.org/wiki/Black_hole
Stolen and missing Moon rocks,https://en.wikipedia.org/wiki/Stolen_and_missing_Moon_rocks
Solway Firth Spaceman,https://en.wikipedia.org/wiki/Solway_Firth_Spaceman
Space Poop Challenge,https://en.wikipedia.org/wiki/Space_Poop_Challenge
Sylacauga (meteorite),https://en.wikipedia.org/wiki/Sylacauga_(meteorite)
meteorite,https://en.wikipedia.org/wiki/Meteorite
Tabby's Star,https://en.wikipedia.org/wiki/Tabby%27s_Star
alien megastructure,https://en.wikipedia.org/wiki/Dyson_sphere
Timekeeping on Mars,https://en.wikipedia.org/wiki/Timekeeping_on_Mars
Vatican Observatory,https://en.wikipedia.org/wiki/Vatican_Observatory
Catholic Church,https://en.wikipedia.org/wiki/Catholic_Church
Voyager Golden Record,https://en.wikipedia.org/wiki/Voyager_Golden_Record
phonograph record,https://en.wikipedia.org/wiki/Phonograph_record
Wow! signal,https://en.wikipedia.org/wiki/Wow!_signal
Writing in space,https://en.wikipedia.org/wiki/Writing_in_space
iPTF14hls,https://en.wikipedia.org/wiki/IPTF14hls
Accessory breast,https://en.wikipedia.org/wiki/Accessory_breast
Alien hand syndrome,https://en.wikipedia.org/wiki/Alien_hand_syndrome
Dr. Strangelove,https://en.wikipedia.org/wiki/Dr._Strangelove_or:_How_I_Learned_to_Stop_Worrying_and_Love_the_Bomb
Anal wink,https://en.wikipedia.org/wiki/Anal_wink
Auto-brewery syndrome,https://en.wikipedia.org/wiki/Auto-brewery_syndrome
microbrewery,https://en.wikipedia.org/wiki/Craft_brewery_and_microbrewery
digestive system,https://en.wikipedia.org/wiki/Human_digestive_system
Banana equivalent dose,https://en.wikipedia.org/wiki/Banana_equivalent_dose
Black hairy tongue,https://en.wikipedia.org/wiki/Black_hairy_tongue
Bristol stool scale,https://en.wikipedia.org/wiki/Bristol_stool_scale
eye charts,https://en.wikipedia.org/wiki/Eye_chart
ChIA-PET,https://en.wikipedia.org/wiki/ChIA-PET
Chronic Lyme Disease,https://en.wikipedia.org/wiki/Chronic_Lyme_Disease
Lyme disease,https://en.wikipedia.org/wiki/Lyme_disease
actual latent symptoms of lyme disease,https://en.wikipedia.org/wiki/Lyme_disease#post-treatment_Lyme_disease_syndrome
Coffee enema,https://en.wikipedia.org/wiki/Coffee_enema
alternative medicine,https://en.wikipedia.org/wiki/Alternative_medicine
Danger triangle of the face,https://en.wikipedia.org/wiki/Danger_triangle_of_the_face
Dimples of Venus,https://en.wikipedia.org/wiki/Dimples_of_Venus
Dr. Young's Ideal Rectal Dilators,https://en.wikipedia.org/wiki/Dr._Young%27s_Ideal_Rectal_Dilators
Eigengrau,https://en.wikipedia.org/wiki/Eigengrau
Fart lighting,https://en.wikipedia.org/wiki/Fart_lighting
Five-second rule,https://en.wikipedia.org/wiki/Five-second_rule
Gynecomastia,https://en.wikipedia.org/wiki/Gynecomastia
Hair-grooming syncope,https://en.wikipedia.org/wiki/Hair-grooming_syncope
Human–animal breastfeeding,https://en.wikipedia.org/wiki/Human%E2%80%93animal_breastfeeding
Hypertrichosis,https://en.wikipedia.org/wiki/Hypertrichosis
Werewolf,https://en.wikipedia.org/wiki/Werewolf
Syndrome,https://en.wikipedia.org/wiki/Syndrome
Hypoalgesic effect of swearing,https://en.wikipedia.org/wiki/Hypoalgesic_effect_of_swearing
Jenkem,https://en.wikipedia.org/wiki/Jenkem
fermented,https://en.wikipedia.org/wiki/Fermentation
human feces,https://en.wikipedia.org/wiki/Human_feces
hallucinating effect,https://en.wikipedia.org/wiki/Hallucinogen
Lucky iron fish,https://en.wikipedia.org/wiki/Lucky_iron_fish
anemia,https://en.wikipedia.org/wiki/Anemia
Maggot therapy,https://en.wikipedia.org/wiki/Maggot_therapy
"hungry, wriggling little larvae",https://en.wikipedia.org/wiki/Maggot
Male lactation,https://en.wikipedia.org/wiki/Male_lactation
Maple syrup urine disease,https://en.wikipedia.org/wiki/Maple_syrup_urine_disease
Medical students' disease,https://en.wikipedia.org/wiki/Medical_students%27_disease
medical students,https://en.wikipedia.org/wiki/Medical_school
Mellified Man,https://en.wikipedia.org/wiki/Mellified_Man
Möbius syndrome,https://en.wikipedia.org/wiki/M%C3%B6bius_syndrome
poker,https://en.wikipedia.org/wiki/Poker
facial expressions,https://en.wikipedia.org/wiki/Facial_expressions
Mucophagy,https://en.wikipedia.org/wiki/Mucophagy
mucus,https://en.wikipedia.org/wiki/Mucus
Nacirema,https://en.wikipedia.org/wiki/Nacirema
New World,https://en.wikipedia.org/wiki/New_World
Navel lint,https://en.wikipedia.org/wiki/Navel_lint
belly button,https://en.wikipedia.org/wiki/Belly_button
Nasal sebum,https://en.wikipedia.org/wiki/Nasal_sebum
Old person smell,https://en.wikipedia.org/wiki/Old_person_smell
death smell,https://en.wikipedia.org/wiki/Death_smell
Osteo-odonto-keratoprosthesis,https://en.wikipedia.org/wiki/Osteo-odonto-keratoprosthesis
Paleofeces,https://en.wikipedia.org/wiki/Paleofeces
poop,https://en.wikipedia.org/wiki/Feces
Peanut butter test,https://en.wikipedia.org/wiki/Peanut_butter_test
Photic sneeze reflex,https://en.wikipedia.org/wiki/Photic_sneeze_reflex
Rapunzel syndrome,https://en.wikipedia.org/wiki/Rapunzel_syndrome
Retained surgical instruments,https://en.wikipedia.org/wiki/Retained_surgical_instruments
surgery,https://en.wikipedia.org/wiki/Surgery
Schmidt sting pain index,https://en.wikipedia.org/wiki/Schmidt_sting_pain_index
entomologist,https://en.wikipedia.org/wiki/Entomology
Supernumerary nipple,https://en.wikipedia.org/wiki/Supernumerary_nipple
Takotsubo cardiomyopathy,https://en.wikipedia.org/wiki/Takotsubo_cardiomyopathy
Thumb twiddling,https://en.wikipedia.org/wiki/Thumb_twiddling
Trepanation,https://en.wikipedia.org/wiki/Trepanning
epilepsy,https://en.wikipedia.org/wiki/Epilepsy
Uncombable hair syndrome,https://en.wikipedia.org/wiki/Uncombable_hair_syndrome
Autocunnilingus,https://en.wikipedia.org/wiki/Autocunnilingus
Autofellatio,https://en.wikipedia.org/wiki/Autofellatio
Armin Meiwes,https://en.wikipedia.org/wiki/Armin_Meiwes
Bathroom sex,https://en.wikipedia.org/wiki/Bathroom_sex
defecate,https://en.wikipedia.org/wiki/Defecate
Bread dildo,https://en.wikipedia.org/wiki/Bread_dildo
Ancient Greek,https://en.wikipedia.org/wiki/Ancient_Greece
sex toy,https://en.wikipedia.org/wiki/Sex_toy
bread,https://en.wikipedia.org/wiki/Bread
Cello scrotum,https://en.wikipedia.org/wiki/Cello_scrotum
hoax,https://en.wikipedia.org/wiki/Hoax
cello,https://en.wikipedia.org/wiki/Cello
Coregasm,https://en.wikipedia.org/wiki/Coregasm
orgasm,https://en.wikipedia.org/wiki/Orgasm
core abdominal muscles,https://en.wikipedia.org/wiki/Core_(anatomy)
Death during consensual sex,https://en.wikipedia.org/wiki/Death_during_consensual_sex
Donkey punch,https://en.wikipedia.org/wiki/Donkey_punch
Female hysteria,https://en.wikipedia.org/wiki/Female_hysteria
masturbation,https://en.wikipedia.org/wiki/Masturbation
Footsies,https://en.wikipedia.org/wiki/Footsies
Gerbilling,https://en.wikipedia.org/wiki/Gerbilling
urban legend,https://en.wikipedia.org/wiki/Urban_legend
South Park,https://en.wikipedia.org/wiki/South_Park
Hamster zona-free ovum test,https://en.wikipedia.org/wiki/Hamster_zona-free_ovum_test
semen,https://en.wikipedia.org/wiki/Semen
eggs,https://en.wikipedia.org/wiki/Egg#Mammalian_eggs
petri dish,https://en.wikipedia.org/wiki/Petri_dish
Human penis size,https://en.wikipedia.org/wiki/Human_penis_size
urban legends,https://en.wikipedia.org/wiki/Urban_legend
John and Lorena Bobbitt,https://en.wikipedia.org/wiki/John_and_Lorena_Bobbitt
Koro,https://en.wikipedia.org/wiki/Koro_(medicine)
Lithopedion,https://en.wikipedia.org/wiki/Lithopedion
fetus,https://en.wikipedia.org/wiki/Fetus
Male pregnancy,https://en.wikipedia.org/wiki/Male_pregnancy
seahorse,https://en.wikipedia.org/wiki/Seahorse
Napoleon's penis,https://en.wikipedia.org/wiki/Napoleon%27s_penis
Manhattan,https://en.wikipedia.org/wiki/Manhattan
National Masturbation Day,https://en.wikipedia.org/wiki/National_Masturbation_Day
week,https://en.wikipedia.org/wiki/Wank_Week
month,https://en.wikipedia.org/wiki/No_Nut_November
Parasitic twin,https://en.wikipedia.org/wiki/Parasitic_twin
conjoined twins,https://en.wikipedia.org/wiki/Conjoined_twin
Penis panic,https://en.wikipedia.org/wiki/Penis_panic
mass hysteria,https://en.wikipedia.org/wiki/Mass_hysteria
panic,https://en.wikipedia.org/wiki/Panic
removal,https://en.wikipedia.org/wiki/Penis_removal
penis,https://en.wikipedia.org/wiki/Penis
Persistent genital arousal disorder,https://en.wikipedia.org/wiki/Persistent_genital_arousal_disorder
Puppy pregnancy syndrome,https://en.wikipedia.org/wiki/Puppy_pregnancy_syndrome
India,https://en.wikipedia.org/wiki/India
dog,https://en.wikipedia.org/wiki/Dog
Rumpology,https://en.wikipedia.org/wiki/Rumpology
Self-inflicted caesarean section,https://en.wikipedia.org/wiki/Self-inflicted_caesarean_section
Sleep sex,https://en.wikipedia.org/wiki/Sleep_sex
parasomnia,https://en.wikipedia.org/wiki/Parasomnia
sleepwalking,https://en.wikipedia.org/wiki/Sleepwalking
Scrotal inflation,https://en.wikipedia.org/wiki/Scrotal_inflation
Smoking fetishism,https://en.wikipedia.org/wiki/Smoking_fetishism
Zombie pornography,https://en.wikipedia.org/wiki/Zombie_pornography
Jaxon Buell,https://en.wikipedia.org/wiki/Jaxon_Buell
Jeanne Calment,https://en.wikipedia.org/wiki/Jeanne_Calment
Stubbins Ffirth,https://en.wikipedia.org/wiki/Stubbins_Ffirth
unusual lengths,https://en.wikipedia.org/wiki/Self-experimentation_in_medicine
yellow fever,https://en.wikipedia.org/wiki/Yellow_fever
Phineas Gage,https://en.wikipedia.org/wiki/Phineas_Gage
neuroscience,https://en.wikipedia.org/wiki/Neuroscience
Genie,https://en.wikipedia.org/wiki/Genie_(feral_child)
James Harrison (blood donor),https://en.wikipedia.org/wiki/James_Harrison_(blood_donor)
Abby and Brittany Hensel,https://en.wikipedia.org/wiki/Abby_and_Brittany_Hensel
Conjoined twins,https://en.wikipedia.org/wiki/Conjoined_twins
Paul Karason,https://en.wikipedia.org/wiki/Paul_Karason
blue skin,https://en.wikipedia.org/wiki/Argyria
Eugene Landy,https://en.wikipedia.org/wiki/Eugene_Landy
Brian Wilson,https://en.wikipedia.org/wiki/Brian_Wilson
the Beach Boys,https://en.wikipedia.org/wiki/The_Beach_Boys
Hans Langseth,https://en.wikipedia.org/wiki/Hans_Langseth
Robert Liston,https://en.wikipedia.org/wiki/Robert_Liston
Barry Marshall,https://en.wikipedia.org/wiki/Barry_Marshall
stomach ulcers,https://en.wikipedia.org/wiki/Peptic_ulcer_disease
Nobel Prize,https://en.wikipedia.org/wiki/Nobel_Prize
Alexis St. Martin,https://en.wikipedia.org/wiki/Alexis_St._Martin
digestion,https://en.wikipedia.org/wiki/Digestion
Lina Medina,https://en.wikipedia.org/wiki/Lina_Medina
Peruvian,https://en.wikipedia.org/wiki/Peru
Billy Milligan,https://en.wikipedia.org/wiki/Billy_Milligan
The Minds of Billy Milligan,https://en.wikipedia.org/wiki/The_Minds_of_Billy_Milligan
Wenceslao Moguel,https://en.wikipedia.org/wiki/Wenceslao_Moguel
Mexican,https://en.wikipedia.org/wiki/Mexico
Blanche Monnier,https://en.wikipedia.org/wiki/Blanche_Monnier
Chandre Oram,https://en.wikipedia.org/wiki/Chandre_Oram
India,https://en.wikipedia.org/wiki/India
tail,https://en.wikipedia.org/wiki/Human_tail#Human_tails
Adam Rainer,https://en.wikipedia.org/wiki/Adam_Rainer
dwarf,https://en.wikipedia.org/wiki/Dwarfism
giant,https://en.wikipedia.org/wiki/Gigantism
Tarrare,https://en.wikipedia.org/wiki/Tarrare
Mary Toft,https://en.wikipedia.org/wiki/Mary_Toft
rabbits,https://en.wikipedia.org/wiki/Rabbits
Alice in Wonderland syndrome,https://en.wikipedia.org/wiki/Alice_in_Wonderland_syndrome
Anton syndrome,https://en.wikipedia.org/wiki/Anton_syndrome
Bananadine,https://en.wikipedia.org/wiki/Bananadine
Bicameral mentality,https://en.wikipedia.org/wiki/Bicameral_mentality
Neuroscientific,https://en.wikipedia.org/wiki/Neuroscience
Bronze Age,https://en.wikipedia.org/wiki/Bronze_Age
Capgras delusion,https://en.wikipedia.org/wiki/Capgras_delusion
Cortical homunculus,https://en.wikipedia.org/wiki/Cortical_homunculus
Cotard delusion,https://en.wikipedia.org/wiki/Cotard_delusion
Conversion disorder,https://en.wikipedia.org/wiki/Conversion_disorder
anxiety,https://en.wikipedia.org/wiki/Anxiety
Cute aggression,https://en.wikipedia.org/wiki/Cute_aggression
Dancing mania,https://en.wikipedia.org/wiki/Dancing_mania
Electromagnetic hypersensitivity,https://en.wikipedia.org/wiki/Electromagnetic_hypersensitivity
Wi-Fi,https://en.wikipedia.org/wiki/Wi-Fi
Encopresis,https://en.wikipedia.org/wiki/Encopresis
toilet trained,https://en.wikipedia.org/wiki/Toilet_training
Exploding head syndrome,https://en.wikipedia.org/wiki/Exploding_head_syndrome
Expressive aphasia,https://en.wikipedia.org/wiki/Expressive_aphasia
False memory,https://en.wikipedia.org/wiki/False_memory
Fugue state,https://en.wikipedia.org/wiki/Fugue_state
Foreign accent syndrome,https://en.wikipedia.org/wiki/Foreign_accent_syndrome
Fregoli delusion,https://en.wikipedia.org/wiki/Fregoli_delusion
Geophagia,https://en.wikipedia.org/wiki/Geophagia
Homicidal sleepwalking,https://en.wikipedia.org/wiki/Homicidal_sleepwalking
parasomnia,https://en.wikipedia.org/wiki/Parasomnia
successfully,https://en.wikipedia.org/wiki/R._v._Parks
Impossible color,https://en.wikipedia.org/wiki/Impossible_color
Jumping Frenchmen of Maine,https://en.wikipedia.org/wiki/Jumping_Frenchmen_of_Maine
Tourette syndrome,https://en.wikipedia.org/wiki/Tourette_syndrome
Klüver–Bucy syndrome,https://en.wikipedia.org/wiki/Kl%C3%BCver%E2%80%93Bucy_syndrome
Mariko Aoki phenomenon,https://en.wikipedia.org/wiki/Mariko_Aoki_phenomenon
Paris syndrome,https://en.wikipedia.org/wiki/Paris_syndrome
Paris,https://en.wikipedia.org/wiki/Paris
Jerusalem syndrome,https://en.wikipedia.org/wiki/Jerusalem_syndrome
Stockholm syndrome,https://en.wikipedia.org/wiki/Stockholm_syndrome
Rosenhan experiment,https://en.wikipedia.org/wiki/Rosenhan_experiment
Somatoparaphrenia,https://en.wikipedia.org/wiki/Somatoparaphrenia
delusion,https://en.wikipedia.org/wiki/Monothematic_delusion
Stendhal syndrome,https://en.wikipedia.org/wiki/Stendhal_syndrome
Tanganyika laughter epidemic,https://en.wikipedia.org/wiki/Tanganyika_laughter_epidemic
Target fixation,https://en.wikipedia.org/wiki/Target_fixation
Tip of the tongue,https://en.wikipedia.org/wiki/Tip_of_the_tongue
The Truman Show delusion,https://en.wikipedia.org/wiki/The_Truman_Show_delusion
The Truman Show,https://en.wikipedia.org/wiki/The_Truman_Show
Urophagia,https://en.wikipedia.org/wiki/Urophagia
urine,https://en.wikipedia.org/wiki/Urine
Not always for survival reasons,https://en.wikipedia.org/wiki/Urolagnia
Visual release hallucinations,https://en.wikipedia.org/wiki/Visual_release_hallucinations
Zero stroke,https://en.wikipedia.org/wiki/Zero_stroke
mental disorder,https://en.wikipedia.org/wiki/Mental_disorder
zeroes,https://en.wikipedia.org/wiki/Zero_(number)
Cherophobia,https://en.wikipedia.org/wiki/Aversion_to_happiness
Chromophobia,https://en.wikipedia.org/wiki/Chromophobia
Coprophobia,https://en.wikipedia.org/wiki/Coprophobia
constipation,https://en.wikipedia.org/wiki/Constipation
Dentophobia,https://en.wikipedia.org/wiki/Dental_fear
Emetophobia,https://en.wikipedia.org/wiki/Emetophobia
Globophobia,https://en.wikipedia.org/wiki/Balloon_phobia
Genuphobia,https://en.wikipedia.org/wiki/Genuphobia
Koumpounophobia,https://en.wikipedia.org/wiki/Koumpounophobia
Mageiricophobia,https://en.wikipedia.org/wiki/Mageiricophobia
Numerophobia,https://en.wikipedia.org/wiki/Numerophobia
Osmophobia,https://en.wikipedia.org/wiki/Osmophobia
Phallophobia,https://en.wikipedia.org/wiki/Phallophobia
Philophobia,https://en.wikipedia.org/wiki/Philophobia_(fear)
Phobophobia,https://en.wikipedia.org/wiki/Phobophobia
Pogonophobia,https://en.wikipedia.org/wiki/Pogonophobia
Submechanophobia,https://en.wikipedia.org/wiki/Submechanophobia
Technophobia,https://en.wikipedia.org/wiki/Technophobia
Telephobia,https://en.wikipedia.org/wiki/Telephone_phobia
Adactylidium,https://en.wikipedia.org/wiki/Adactylidium
Animals in space,https://en.wikipedia.org/wiki/Animals_in_space
Animal attack,https://en.wikipedia.org/wiki/Animal_attack
Anting (bird activity),https://en.wikipedia.org/wiki/Anting_(bird_activity)
Apophallation,https://en.wikipedia.org/wiki/Apophallation
Bee removal,https://en.wikipedia.org/wiki/Bee_removal
Candiru,https://en.wikipedia.org/wiki/Candiru_(fish)
Carcinisation,https://en.wikipedia.org/wiki/Carcinisation
Common Surinam toad,https://en.wikipedia.org/wiki/Common_Surinam_toad
Conservation-induced extinction,https://en.wikipedia.org/wiki/Conservation-induced_extinction
Depopulation of cockroaches in post-Soviet states,https://en.wikipedia.org/wiki/Depopulation_of_cockroaches_in_post-Soviet_states
Cat–dog relationship,https://en.wikipedia.org/wiki/Cat%E2%80%93dog_relationship
Cymothoa exigua,https://en.wikipedia.org/wiki/Cymothoa_exigua
hermaphroditic,https://en.wikipedia.org/wiki/Hermaphrodite
Epomis,https://en.wikipedia.org/wiki/Epomis
Eunice aphroditois,https://en.wikipedia.org/wiki/Eunice_aphroditois
Goblin shark,https://en.wikipedia.org/wiki/Goblin_shark
Hallucinogenic fish,https://en.wikipedia.org/wiki/Hallucinogenic_fish
Hurricane Shark,https://en.wikipedia.org/wiki/Hurricane_Shark
Bigfoot,https://en.wikipedia.org/wiki/Bigfoot
Israel-related animal conspiracy theories,https://en.wikipedia.org/wiki/Israel-related_animal_conspiracy_theories
Israel,https://en.wikipedia.org/wiki/Israel
Jenny Haniver,https://en.wikipedia.org/wiki/Jenny_Haniver
sea monster,https://en.wikipedia.org/wiki/Sea_monster
ray,https://en.wikipedia.org/wiki/Batoidea
Lioconcha hieroglyphica,https://en.wikipedia.org/wiki/Lioconcha_hieroglyphica
diploma mills,https://en.wikipedia.org/wiki/Diploma_mill
London Underground mosquito,https://en.wikipedia.org/wiki/London_Underground_mosquito
mosquito,https://en.wikipedia.org/wiki/Mosquito
Love dart,https://en.wikipedia.org/wiki/Love_dart
Cupid,https://en.wikipedia.org/wiki/Cupid
Lyall's wren,https://en.wikipedia.org/wiki/Lyall%27s_wren
Nightingale excrement as facial,https://en.wikipedia.org/wiki/Uguisu_no_fun
Orbiting Frog Otolith,https://en.wikipedia.org/wiki/Orbiting_Frog_Otolith
Paracerceis sculpta,https://en.wikipedia.org/wiki/Paracerceis_sculpta
isopod,https://en.wikipedia.org/wiki/Isopod
Pasilalinic-sympathetic compass,https://en.wikipedia.org/wiki/Pasilalinic-sympathetic_compass
Penis fencing,https://en.wikipedia.org/wiki/Penis_fencing
flatworm,https://en.wikipedia.org/wiki/Flatworm
Polar bear jail,https://en.wikipedia.org/wiki/Polar_bear_jail
Prostitution among animals,https://en.wikipedia.org/wiki/Prostitution_among_animals
prostitution,https://en.wikipedia.org/wiki/Prostitution
Rotating locomotion in living systems,https://en.wikipedia.org/wiki/Rotating_locomotion_in_living_systems
Shortarse feelerfish,https://en.wikipedia.org/wiki/Shortarse_feelerfish
Supernumerary body part,https://en.wikipedia.org/wiki/Supernumerary_body_part
eleventh finger,https://en.wikipedia.org/wiki/Polydactyly
second head,https://en.wikipedia.org/wiki/Polycephaly
Thagomizer,https://en.wikipedia.org/wiki/Thagomizer
Stegosaurus,https://en.wikipedia.org/wiki/Stegosaurus
Far Side,https://en.wikipedia.org/wiki/The_Far_Side
Traumatic insemination,https://en.wikipedia.org/wiki/Traumatic_insemination
Trout tickling,https://en.wikipedia.org/wiki/Trout_tickling
Uraba lugens,https://en.wikipedia.org/wiki/Uraba_lugens
Worm charming,https://en.wikipedia.org/wiki/Worm_charming
Bonsai Kitten,https://en.wikipedia.org/wiki/Bonsai_Kitten
Cat-burning,https://en.wikipedia.org/wiki/Cat-burning
Demon Cat,https://en.wikipedia.org/wiki/Demon_Cat
"Washington, D.C.","https://en.wikipedia.org/wiki/Washington,_D.C."
Popular cat names,https://en.wikipedia.org/wiki/Popular_cat_names
Polydactyl cat,https://en.wikipedia.org/wiki/Polydactyl_cat
Odd-eyed cat,https://en.wikipedia.org/wiki/Odd-eyed_cat
national treasures,https://en.wikipedia.org/wiki/National_treasure
Turkey,https://en.wikipedia.org/wiki/Turkey
Pittsburgh refrigerator cat,https://en.wikipedia.org/wiki/Pittsburgh_refrigerator_cat
Cats That Look Like Hitler,https://en.wikipedia.org/wiki/Cats_That_Look_Like_Hitler
Cow tipping,https://en.wikipedia.org/wiki/Cow_tipping
Hardware disease,https://en.wikipedia.org/wiki/Hardware_disease
Cannibalism in poultry,https://en.wikipedia.org/wiki/Cannibalism_in_poultry
tastes like chicken,https://en.wikipedia.org/wiki/Tastes_like_chicken
Chicken eyeglasses,https://en.wikipedia.org/wiki/Chicken_eyeglasses
Chicken Dance,https://en.wikipedia.org/wiki/Chicken_Dance
Chicken (dance),https://en.wikipedia.org/wiki/The_Chicken_(dance)
Chicken gun,https://en.wikipedia.org/wiki/Chicken_gun
bird strikes,https://en.wikipedia.org/wiki/Bird_strike
Chicken hypnotism,https://en.wikipedia.org/wiki/Chicken_hypnotism
Chicken or the egg,https://en.wikipedia.org/wiki/Chicken_or_the_egg
Chicken sexer,https://en.wikipedia.org/wiki/Chick_sexing
Chicken powered nuclear bomb,https://en.wikipedia.org/wiki/Blue_Peacock
Empathy in chickens,https://en.wikipedia.org/wiki/Empathy_in_chickens
Tastes like chicken,https://en.wikipedia.org/wiki/Tastes_like_chicken
Electrical disruptions caused by squirrels,https://en.wikipedia.org/wiki/Electrical_disruptions_caused_by_squirrels
Squirrel fishing,https://en.wikipedia.org/wiki/Squirrel_fishing
Ambergris,https://en.wikipedia.org/wiki/Ambergris
Berserk llama syndrome,https://en.wikipedia.org/wiki/Berserk_llama_syndrome
Danish Protest Pig,https://en.wikipedia.org/wiki/Danish_Protest_Pig
flag of Denmark,https://en.wikipedia.org/wiki/Flag_of_Denmark
Deer penis,https://en.wikipedia.org/wiki/Deer_penis
